token_address,chain,token_name,howmany_suspicious_urls,howmany_suspicious_addresses,howmany_warnings
0x347e430b7cd1235e216be58ffa13394e5009e6e2,bsc,GAIA Everworld,4,0,0
0x34ba3af693d6c776d73c7fa67e2b2e79be8ef4ed,bsc,SHAMBALA,7,0,0
0x34df29dd880e9fe2cec0f85f7658b75606fb2870,eth,"What the fuck did you just fucking say about me, you little bitch? I'll have you know I graduated top of my class in the Navy Seals, and I've been involved in numerous secret raids on Al-Quaeda, and I have over 300 confirmed kills. I am trained in gorilla warfare and I'm the top sniper in the entire US armed forces. You are nothing to me but just another target. I will wipe you the fuck out with precision the likes of which has never been seen before on this Earth, mark my fucking words. You think you can get away with saying that shit to me over the Internet? Think again, fucker. As we speak I am contacting my secret network of spies across the USA and your IP is being traced right now so you better prepare for the storm, maggot. The storm that wipes out the pathetic little thing you call your life. You're fucking dead, kid. I can be anywhere, anytime, and I can kill you in over seven hundred ways, and that's just with my bare hands. Not only am I extensively trained in unarmed combat, but I have access to the entire arsenal of the United States Marine Corps and I will use it to its full extent to wipe your miserable ass off the face of the continent, you little shit. If only you could have known what unholy retribution your little clever comment was about to bring down upon you, maybe you would have held your fucking tongue. But you couldn't, you didn't, and now you're paying the price, you goddamn idiot. I will shit fury all over you and you will drown in it. You're fucking dead, kiddo.",3,0,0
0x352cb5e19b12fc216548a2677bd0fce83bae434b,bsc,BitTorrent,11,0,0
0x3541a5c1b04adaba0b83f161747815cd7b1516bc,eth,CitaDAO,2,0,0
0x3595e426a7808e2482667ee4e453ef280fbb9cf4,eth,Nose Candy,11,0,0
0x35bd01fc9d6d5d81ca9e055db88dc49aa2c699a8,eth,Friends With Benefits Pro,7,0,0
0x35de111558f691f77f791fb0c08b2d6b931a9d47,bsc,Chain Games,1,0,0
0x362033a25b37603d4c99442501fa7b2852ddb435,eth,MATRI𝕏,3,0,0
0x368ce786ea190f32439074e8d22e12ecb718b44c,bsc,Epik Prime [via ChainPort.io],5,0,0
0x36f1f32c728c3f330409ec1f0928fa3ab3c8a76f,bsc,Adroverse Token,2,0,0
0x374c5fb7979d5fdbaad2d95409e235e5cbdfd43c,bsc,MiL.k,6,0,0
0x378e1be15be6d6d1f23cfe7090b6a77660dbf14d,eth,Foxe,2,0,0
0x381491960c37b65862819ced0e35385f04b2c78b,eth,ハチ公,3,0,0
0x384efd1e8b05c23dc392a40cb4e515e2229a5243,eth,Healix AI,3,0,0
0x3850952491606a0e420eb929b1a2e1a450d013f1,eth,PanoVerse,6,0,0
0x38d64ce1bdf1a9f24e0ec469c9cade61236fb4a0,eth,Vector ETH,8,0,0
0x38e68a37e401f7271568cecaac63c6b1e19130b4,eth,Banana,1,0,0
0x391cf4b21f557c935c7f670218ef42c21bd8d686,eth,Morphware,0,0,0
0x39795344cbcc76cc3fb94b9d1b15c23c2070c66d,eth,Seigniorage Shares,3,0,0
0x397deb686c72384fad502a81f4d7fdb89e1f1280,eth,Xels Token,12,0,0
0x39fbbabf11738317a448031930706cd3e612e1b9,eth,Wrapped XRP,0,0,0
0x3aa6b9a5306d1cd48b0466cfb130b08a70257e12,bsc,GORILLA FINANCE,0,0,0
0x3ad9594151886ce8538c1ff615efa2385a8c3a88,bsc,SafeMars,7,0,0
0x3b0e967ce7712ec68131a809db4f78ce9490e779,bsc,Souni Token,2,0,0
0x3b198e26e473b8fab2085b37978e36c9de5d7f68,bsc,ChronoTech Token,7,0,0
0x3bb1be077f3f96722ae92ec985ab37fd0a0c4c51,eth,Marv,2,0,0
0x3be7bf1a5f23bd8336787d0289b70602f1940875,eth,VIDT DAO,0,0,0
0x3c45a24d36ab6fc1925533c1f57bc7e1b6fba8a4,bsc,OptionRoom Token,0,0,0
0x3c6dad0475d3a1696b359dc04c99fd401be134da,bsc,SAITO,4,0,0
0x3c8d2fce49906e11e71cb16fa0ffeb2b16c29638,eth,Nifty League,13,0,0
0x3cb20d96e866d128bc469a6e66505d46d7f9baba,bsc,BIB,6,0,0
0x3cb48aeb3d1abadc23d2d8a6894b3a68338381c2,eth,PaladinAI,4,0,0
0x3da932456d082cba208feb0b096d49b202bf89c8,bsc,dego.finance,9,0,0
0x3e2242cb2fc1465822a0bb81ca2fe1f633a45757,bsc,Forky,2,0,0
0x3e43efbfa058d351a926fc611e997f2338adc2a4,eth,ORIGENT AI,4,0,0
0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,bsc,Cardano Token,3,0,0
0x3ef144cb45c8a390eb207a6aa9bfcf3da639cb5c,bsc,MAGA Coin,7,0,0
0x3f56e0c36d275367b8c502090edf38289b3dea0d,bsc,Mai Stablecoin,5,0,0
0x3fcca8648651e5b974dd6d3e50f61567779772a8,bsc,Moonpot,4,0,0
0x3fefe29da25bea166fb5f6ade7b5976d2b0e586b,bsc,Roam Token,23,0,0
0x3ffeea07a27fab7ad1df5297fa75e77a43cb5790,eth,PeiPei,6,0,0
0x4027d91ecd3140e53ae743d657549adfeebb27ab,bsc,Chain of Legends Token,10,0,0
0x404d3295c8b1c61662068db584125a7ebcc0d651,eth,Mambo,2,0,0
0x40c8225329bd3e28a043b029e0d07a5344d2c27c,bsc,AgeOfGods,3,0,0
0x40e5a14e1d151f34fea6b8e6197c338e737f9bf2,eth,Valinity,14,0,0
0x40f85d6040df96ea14cd41142bcd244e14cf76f6,bsc,USD Coin Bridged ZED20,4,0,0
0x41065e3428188ba6eb27fbdde8526ae3af8e3830,bsc,Swash Token,19,0,0
0x410a56541bd912f9b60943fcb344f1e3d6f09567,bsc,Minto Bitcoin Hashrate Token,5,0,0
0x4168bbc34baea34e55721809911bca5baaef6ba6,eth,CEREAL,2,0,0
0x4197c6ef3879a08cd51e5560da5064b773aa1d29,bsc,ACryptoS,4,0,0
0x419905009e4656fdc02418c7df35b1e61ed5f726,eth,Resupply,10,0,0
0x42069f39c71816cea208451598425b492dd2b380,eth,Goompy,3,0,0
0x420b879b0d18cc182e7e82ad16a13877c3a88420,eth,Big Bud,3,0,0
0x422e3af98bc1de5a1838be31a56f75db4ad43730,bsc,CoinWind Token,3,0,0
0x426c72701833fddbdfc06c944737c6031645c708,bsc,DEFINA TOKEN,21,0,0
0x42f6f551ae042cbe50c739158b4f0cac0edb9096,bsc,Nerve,13,0,0
0x4338665cbb7b2485a8855a139b75d5e34ab0db94,bsc,Litecoin Token,3,0,0
0x4341bb2200176f89eb90eac4fd6cfe958e206005,bsc,EAFIN Token,3,0,0
0x4374f26f0148a6331905edf4cd33b89d8eed78d1,bsc,Yoshi.exchange,11,0,0
0x43b35e89d15b91162dea1c51133c4c93bdd1c4af,bsc,Sakai Vault,8,0,0
0x43f5b29d63cedc5a7c1724dbb1d698fde05ada21,bsc,Fodl,4,0,0
0x44108f0223a3c3028f5fe7aec7f9bb2e66bef82f,eth,Across Protocol Token,2,0,0
0x4437743ac02957068995c48e08465e0ee1769fbe,bsc,Fortress,0,0,0
0x445bd590a01fe6709d4f13a8f579c1e4846921db,eth,DUMMY,2,0,0
0x44754455564474a89358b2c2265883df993b12f0,bsc,ZeroSwapToken,4,0,0
0x44ec807ce2f4a6f2737a92e985f318d035883e47,bsc,Hashflow,2,0,0
0x44f161ae29361e332dea039dfa2f404e0bc5b5cc,bsc,Humanity,9,0,0
0x450e7f6e3a2f247a51b98c39297a9a5bfbdb3170,eth,ElonGoat,3,0,0
0x4550003152f12014558e5ce025707e4dd841100f,eth,Kaizen.Finance,9,0,0
0x45808ce43eb2d7685ff0242631f0feb6f3d8701a,bsc,EKTA v2,8,0,0
0x46305b2ebcd92809d5fcef577c20c28a185af03c,eth,Shadowladys DN404,11,0,0
