token_address,chain,token_name,price_usd,liquidity_usd,slippage_is_suspicious,first_abnormal_slippage_percent,first_abnormal_slippage_fixed,market_cap_usd,liquidity_to_market_cap_ratio,token_volume,volume_usd,volume_to_liquidity_ratio,locked_liquidity_percent,lock_duration,locked_95_for_15_days,creator_under_5_percent,creator_percent_of_lp,owner_under_5_percent,owner_percent_of_lp,total_lp_supply,lp_holders_count,error
0x016cf83732f1468150d87dcc5bdf67730b3934d3,bsc,AirNFT Token,0.0002028,107395.65,False,,,0.0,0.0,38586.07945865589,7.825256914215415,7.286381631113937e-05,0.0,0.0,False,True,0.0,True,0.0,58091.91046118104,10,
0x0231f91e02debd20345ae8ab7d71a41f8e140ce7,bsc,BSC Wrapped Jupiter,4.772e-05,2843.14,True,,10.188298202362805,47720.0,0.05957963118189438,18780.147323208774,0.8961886302635226,0.00031521086906150333,0.0,0.0,False,True,0.0,True,0.0,1898.9614600432885,10,
0x0255af6c9f86f6b0543357bacefa262a2664f80f,bsc,Immutable,0.003561,161770.28,True,,15.518599463689863,0.0,0.0,1272.7709519917105,4.532337360042481,2.801712007942671e-05,0.0,0.0,False,True,0.0018,True,0.0,36669.937745343435,10,
0x0288d3e353fe2299f11ea2c2e1696b4a648ecc07,bsc,ZCore Finance,0.002444,17367.16,False,,,0.0,0.0,6450.651769998635,15.765392925876665,0.000907770350815946,0.0,0.0,False,True,0.003,False,27.722,5200.50992744647,10,
0x02a40c048ee2607b5f5606e445cfc3633fb20b58,bsc,Kaby Arena,0.000153,8769.24,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,309457.26747787924,10,Liquidity pool info could not be retrieved.
0x02ff5065692783374947393723dba9599e59f591,bsc,YOOSHI,3.122e-09,1617815.34,False,,,0.0,0.0,21748924646.866516,67.90014274751726,4.197026760020539e-05,94.83,0.0,False,True,0.0,True,0.0,13690.434469890959,10,
0x033bbde722ea3cdcec73cffea6581df9f9c257de,eth,Velar,0.001343,12572.51,False,,,444116.9774398004,0.02830900559685132,329237.063908,442.16537682844404,0.03516922053181457,100.0,0.0,False,True,0.0001,True,0.0,0.001950199585355817,2,
0x037838b556d9c9d654148a284682c55bb5f56ef4,bsc,Lightning,0.006061811788484105,147823.60186457494,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.4602,True,0.4602,25580.9283950094,10,Liquidity pool info could not be retrieved.
0x038a68ff68c393373ec894015816e33ad41bd564,eth,Glitch,0.003244,130526.87,False,,,227536.46846548066,0.5736525264731447,203537.99950581542,660.2772703968652,0.005058554383452735,73.89,0.0,False,True,0.0,True,0.0,5325.978595211124,10,
0x0391be54e72f7e001f6bbc331777710b4f2999ef,bsc,TravaFinance Token,0.0001023,140305.61,False,,,443177.5224619033,0.3165900861139929,3827841.8980348893,391.5882261689692,0.002790966278318944,83.47,0.0,False,True,0.0,True,0.0,160778.23126728568,10,
0x03ff0ff224f904be3118461335064bb48df47938,bsc,Harmony ONE,0.008862,45367.4,True,,18.508551809134513,0.0,0.0,199.36448572191316,1.7667680724675945,3.894356018787928e-05,0.0,0.0,False,True,0.0,True,0.0,3128.922674063366,10,
0x04baf95fd4c52fd09a56d840baee0ab8d7357bf0,bsc,BigONE Token,0.0005465,4129.49,False,,,0.0,0.0,28773.951880999208,15.724964702966068,0.0038079677400759096,0.0,0.0,False,True,0.0,True,0.0,82009.35292316179,10,
0x04c154b66cb340f3ae24111cc767e0184ed00cc6,eth,Pirex Ether,4269.26,8587799.76,,,,0.0,0.0,,,,0.0,0.0,False,True,0.0002,True,2.7769,135.2831628274461,3,Liquidity pool info could not be retrieved.
0x04c747b40be4d535fc83d09939fb0f626f32800b,bsc,ITAM,0.01161,80329.72,False,,,0.0,0.0,114172.61358655777,1325.5440437399357,0.016501290478043936,0.0,0.0,False,True,0.0,True,0.0,7390.7592873286485,10,
0x053708a5bc7f1627ddc87e780ee381cf1e31f765,bsc,velaai,3.839e-06,3.31,False,,,0.0,0.0,101571.28644263378,0.38993216865327107,0.11780428055990062,0.0,0.0,False,True,0.0013,True,0.0,19.781685305948933,5,
0x055999b83f9cade9e3988a0f34ef72817566800d,eth,RTB,0.001424,50576.15,False,,,781045.970736,0.06475438309007699,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,0.6576553387429731,2,Liquidity pool info could not be retrieved.
0x0565805ca3a4105faee51983b0bd8ffb5ce1455c,bsc,BlockchainSpace [via ChainPort.io],0.007637966928387116,4827.0831135322105,False,,,3479039.0455791764,0.0013874759812385542,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,25780.719482055018,10,Liquidity pool info could not be retrieved.
0x05fe069626543842439ef90d9fa1633640c50cf1,eth,EVE AI,0.001255,59848.54,False,,,108670.24730949743,0.5507352884690586,2833553.746369074,3556.109951693188,0.05941849127302334,99.98,0.0,False,True,0.0,True,0.0,14868.799093574833,5,
0x06561dc5cedcc012a4ea68609b17d41499622e4c,eth,NOOB,,,,,,,,,,,0.0,0.0,False,True,0.0,True,0.0,681.0281242613579,3,Liquidity pool info could not be retrieved.
0x0688977ae5b10075f46519063fd2f03adc052c1f,bsc,5thScape,0.000161,25887.07,True,,8.945381839249402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,57.5869,True,0.0,31014714902.342194,1,Liquidity pool info could not be retrieved.
0x06b964d96f5dcf7eae9d7c559b09edce244d4b8e,eth,USUALX,0.08536,149213.51,,,,42511262.78984473,0.0035099759500826864,,,,0.0,0.0,False,True,0.0,True,0.0,241.86046466032988,1,Liquidity pool info could not be retrieved.
0x06ddb3a8bc0abc14f85e974cf1a93a6f8d4909d9,eth,8PAY Network v2,0.004156009030254104,9491.525595424711,False,,,269008.6409016067,0.03528334838469503,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,1.4257,1131.370849898476,2,Liquidity pool info could not be retrieved.
0x07040971246a73ebda9cf29ea1306bb47c7c4e76,eth,AMERICAN PEPE,1.691e-10,60361.51,False,,,0.0,0.0,4268559360299.182,721.8133878265917,0.011958173144220409,100.0,0.0,False,True,0.0,True,0.0,569.1496288323484,2,
0x076ddce096c93dcf5d51fe346062bf0ba9523493,bsc,Paralink Network,3.2846251989000746e-06,0.8743654217804722,True,,7.247724262426171,0.0,0.0,438.8072718953541,0.0014413174227280766,0.0016484153956970518,0.0,0.0,False,True,0.0,True,0.0,6.257873645955283,3,
0x0782b6d8c4551b9760e74c0545a9bcd90bdc41e5,bsc,Lista USD,0.9983,424139.26,True,,5.197322770737443,37535131.46459502,0.011299794178157309,0.04205085040257972,0.04197936395689533,9.897542603553213e-08,0.0,0.0,False,True,0.0,True,0.0,7647988.802938655,1,
0x07b36f2549291d320132712a1e64d3826b1fb4d7,bsc,WIFEDOGE,1.077e-12,235694.59,False,,,0.0,0.0,3725064787084.653,4.011894775690171,1.7021581936565327e-05,22.42,0.0,False,True,0.0,True,0.0,104598.26408871343,10,
0x07c15e4add8c23d2971380dde6c57b6f88902ec1,bsc,MetaMars,0.008238,0.3,True,,5.469731727876188,1369979.4000000001,2.1898139490272626e-07,298.32490998493006,2.457600608455854,8.192002028186181,0.0,0.0,False,True,0.0,True,0.0,4906.418935313268,3,
0x08037036451c768465369431da5c671ad9b37dbc,bsc,NFT STARS COIN,0.007966,20675.58,False,,,10947.269691580868,1.8886517444528483,2502.834460178536,19.937579309782222,0.0009643056837961606,0.0,0.0,False,True,0.0,True,0.0,3465.31597134062,8,
0x0808e6c4400bde1d70db0d02170b67de05e07ef5,eth,Wrapped LYX,,,,,,,,,,,0.0,0.0,False,True,0.0,True,0.0,182.25751251558725,3,Liquidity pool info could not be retrieved.
0x0864c156b3c5f69824564dec60c629ae6401bf2a,bsc,Streamr,0.01389,123405.18,True,,97.14047284234994,10655322.73263,0.011581552534499395,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,449807.97049628955,1,Liquidity pool info could not be retrieved.
0x08ba0619b1e7a582e0bce5bbe9843322c954c340,bsc,Binamon,0.002584,73153.91,False,,,439783.69696120755,0.16634065906825274,1022493.1427509933,2642.1222808685666,0.03611730775386533,0.0,0.0,False,True,0.0,True,0.0,16808.49427059721,10,
0x09395a2a58db45db0da254c7eaa5ac469d8bdc85,eth,SubQueryToken,0.0006978,101537.18,,,,2006814.9994598117,0.05059618351832703,,,,0.0,0.0,False,True,0.0,True,0.0,2.372118024796475,1,Liquidity pool info could not be retrieved.
0x095956b142431eb9cf88b99f392540b91acbf4ad,bsc,One Basis Share,1.431e-32,4.24,False,,,44406411171.11814,9.548170834299912e-11,120502271789758.48,1.7243875093114439e-18,4.0669516729043484e-19,0.0,0.0,False,True,0.0,False,99.9023,3.4356107315261204e+16,1,
0x09f423ac3c9babbff6f94d372b16e4206e71439f,bsc,Wrapped Enjinstarter,4.41e-05,4154.62,False,,,182483.37638068988,0.022767114914252734,2981514.023646689,131.484768442819,0.03164784467480034,0.0,0.0,False,True,0.0,True,0.0,137840.02850810942,10,
0x0a3a21356793b49154fd3bbe91cbc2a16c0457f5,bsc,RFOX,0.0009523,42031.72,False,,,1837611.730513236,0.022873014632019545,529853.5731001323,504.57955766325597,0.012004732560629353,0.0,0.0,False,True,0.0,True,0.0,18379.55943368165,10,
0x0a907b0bbff60702b29a36b19718d99253cfbd9f,eth,QLix,0.028593804158114168,29075.70299639035,False,,,28593.80415811417,1.0168532607837504,45794.12918462839,1309.4283614966448,0.0450351402220337,100.0,0.0,False,True,0.0,True,0.0,1166.19037896906,2,
0x0a9e3dde12e4519c9d89df69bd738490c9466bf4,eth,Market Dominance,0.004376,69396.07,,,,2408550.815327061,0.028812375291561623,,,,0.0,0.0,False,True,0.0021,True,0.0343,45261.05843716242,10,Liquidity pool info could not be retrieved.
0x0aee8703d34dd9ae107386d3eff22ae75dd616d1,eth,Tranche Finance,0.0462,282549.81,,,,804773.6517811817,0.35109227218689487,,,,0.0,0.0,False,True,0.0032,True,0.0032,9713.25826937678,10,Liquidity pool info could not be retrieved.
0x0b0a8c7c34374c1d0c649917a97eee6c6c929b1b,eth,Shiba V Pepe,2.3070945899784639e-10,78585.16358548563,False,,,0.0,0.0,7836278774.737175,1.8079036366759202,2.3005661045793548e-05,100.0,0.0,False,True,0.0,True,0.0,711.6732930999168,2,
0x0b15ddf19d47e6a86a56148fb4afffc6929bcb89,bsc,Impossible Decentralized Incubator Access Token,0.01872,386035.65,False,,,14009845.072681211,0.027554598069949986,6297.097777335341,117.88167039171758,0.00030536472574933836,0.0,0.0,False,True,0.0,True,0.0,1406650.207908612,6,
0x0b38210ea11411557c13457d4da7dc6ea731b88a,eth,API3,0.8016,1469314.47,False,,,103451399.31841499,0.014202944374658187,27446.292538895126,22000.94809917833,0.014973614259157423,0.0,0.0,False,True,0.0,False,7.6162,3071.3803749224694,10,
0x0b3f42481c228f70756dbfa0309d3ddc2a5e0f6a,bsc,UltraSafe,1.68e-09,1664231.99,False,,,0.0,0.0,11545843515148.512,19397.0171054495,0.011655236302391651,72.21,0.0,False,True,0.0,True,0.0,18644.789491820065,10,
0x0cbd6fadcf8096cc9a43d90b45f65826102e3ece,bsc,CheckDot,0.08693,115628.21,True,,7.352392723803583,642416.2641299999,0.17998954331673236,85.73200054307131,7.452682807209189,6.445384571126015e-05,0.0,0.0,False,True,0.0,True,0.0,6306.187836734752,2,
0x0d8ce2a99bb6e3b7db580ed848240e4a0f9ae153,bsc,Filecoin,2.27,116025.74,True,,5.138748672308231,0.0,0.0,670.0460225632182,1521.0044712185054,0.013109198624533705,0.0,0.0,False,True,0.0,True,0.0,79.70731594018976,10,
0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,bsc,PancakeSwap Token,2.6,24212235.21,True,,5.19978609938677,898192434.6600959,0.026956623409061187,10088.7346902366,26230.710194615163,0.0010833659084800854,0.0,0.0,False,True,0.0,True,0.2766,212776.26802927992,10,
0x0e7779e698052f8fe56c415c3818fcf89de9ac6d,bsc,Ultiverse Token,0.001494,785575.88,True,,28.59367258459619,9734241.64257,0.08070231958948935,350.85862975273477,0.5241827928505858,6.672592758965382e-07,0.0,0.0,False,True,0.0,False,5.0902,206129317.2426281,4,
0x0e7beec376099429b85639eb3abe7cf22694ed49,bsc,Buni Token,0.003336,142586.14,False,,,0.0,0.0,2093.258821772549,6.983111429433222,4.89746859648015e-05,70.19,0.0,False,True,0.0,False,5.7433,32632.874793048253,5,
0x0eb3a705fc54725037cc9e008bdede697f62f335,bsc,Cosmos Token,4.2,54138.71,True,,6.46179412835586,1965434904.3968437,2.754540986266558e-05,17.190287569571623,72.19920779220082,0.001333596751607137,0.0,0.0,False,True,0.0,True,0.0,232.3075446583734,10,
0x0ee7292bd28f4a490f849fb30c28cabab9440f9e,bsc,Gemlink,0.0019572783408121804,451.3428139535134,True,,8.235022699866137,210953.38485769555,0.0021395381461073934,130.50030358,0.25542541766654825,0.0005659233065641676,0.0,0.0,False,True,0.0,True,0.0,146768297.3529469,1,
0x0f71b8de197a1c84d31de0f1fa7926c365f052b3,eth,Arcona Distribution Contract,0.01344,19127.15,,,,204042.14208000002,0.09374117427418845,,,,0.0,0.0,False,True,0.0,True,0.0,537.7721173328194,10,Liquidity pool info could not be retrieved.
0x0f7dc5d02cc1e1f5ee47854d534d332a1081ccc8,eth,Pepes Dog,3.087e-09,296065.19,False,,,1298670.03,0.22797568524777614,6993805644624.917,21589.87802495712,0.07292271686839348,99.59,0.0,False,True,0.0,True,0.0,651.2456219851189,5,
0x0f8c45b896784a1e408526b9300519ef8660209c,eth,XMAX,1.210730394078271e-06,1962.6911386892652,False,,,32689.720640113315,0.060040009527669726,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,2.0063,0.12205190382264737,7,Liquidity pool info could not be retrieved.
0x0fc2a55d5bd13033f1ee0cdd11f60f7efe66f467,eth,Lagrange,,,,,,,,,,,0.0,0.0,False,True,0.0,True,0.0,306.1279218982158,1,Liquidity pool info could not be retrieved.
0x1010107b4757c915bc2f1ecd08c85d1bb0be92e0,eth,Brain Frog,0.002431,20730.98,False,,,24310.0,0.8527758124228713,70014.34725274835,170.20487817143126,0.008210170390952636,100.0,0.0,False,True,0.0,True,0.0,2970.0,2,
0x103c45ffcf40f481a318480718501527929a89c3,eth,Fragma,0.0002705,36638.55,False,,,27050.0,1.354475046210721,1485521.0451367195,401.83344270948265,0.010967503973532867,100.0,0.0,False,True,0.0,True,0.0,16940.574990241625,2,
0x108a850856db3f85d0269a2693d896b394c80325,eth,THORWallet Governance Token,,,,,,,,,,,0.0,0.0,False,True,0.0,True,0.0,0.05689082619724251,2,Liquidity pool info could not be retrieved.
0x115ec79f1de567ec68b7ae7eda501b406626478e,eth,CarryToken,0.00016529461432552705,400.9686842025254,False,,,1652946.1432552706,0.00024257819036551778,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,148.73469591034223,6,Liquidity pool info could not be retrieved.
0x121235cff4c59eec80b14c1d38b44e7de3a18287,bsc,DarkShield,2.102e-05,29476.22,False,,,0.0,0.0,641737574.9594405,13489.323825647438,0.4576341140637245,100.0,0.0,False,True,0.0,True,0.0,54517.8347881975,3,
0x1236a887ef31b4d32e1f0a2b5e4531f52cec7e75,bsc,GamiWorld.io,0.009969832955192331,22288.73124770764,False,,,430635.9577134491,0.05175771054060205,481.299839,4.798478996190964,0.00021528722038337104,100.0,0.0,False,True,0.0,True,0.2766,0.0968939637808963,2,
0x124123c7af9efd2a86f4d41daa88ac164d02a3d5,bsc,GreenEnvironmentalCoins,0.0006268,35801.83,False,,,0.0,0.0,0.0,0.0,0.0,76.12,0.0,False,True,0.0,False,6.0072,623405.4487861468,10,Liquidity pool info could not be retrieved.
0x1258d60b224c0c5cd888d37bbf31aa5fcfb7e870,eth,NodeAI,0.1613,1368840.48,False,,,15670804.098423753,0.08734972828469502,271313.9613587371,43762.94196716429,0.03197081223603519,99.26,0.0,False,True,0.0,True,0.0,12865.219068989234,6,
0x12819623921be0f4d5ebfc12c75e6d08a1683080,bsc,Broccoli,0.0001,102003.92,False,,,100000.0,1.0200392,98574221.383033,9857.422138303302,0.09663767959411072,100.0,0.0,False,True,0.0,True,0.0,69282.03230275509,2,
0x13e4b8cffe704d3de6f19e52b201d92c21ec18bd,eth,ParallelAI,0.0941,691603.37,False,,,9410000.0,0.07349663868225292,230908.25962630037,21728.467230834864,0.0314175265381296,99.65,0.0,False,True,1.0,True,1.0,12694.174924033157,3,
0x14016e85a25aeb13065688cafb43044c2ef86784,bsc,TrueUSD,0.9637,298272.88,True,,6.334825981200924,1963636.1434839284,0.15189824295594673,142.0,136.8454,0.00045879263310831346,0.0,0.0,False,True,0.0,True,0.0,147211.48673607493,10,
0x14778860e937f509e651192a90589de711fb88a9,bsc,CyberConnect,1.59,210720.65,True,,94.56310084694731,77716232.636,0.0027114110251194702,6.435447127072817,10.23236093204578,4.855889032254684e-05,0.0,0.0,False,True,0.0,True,0.0,477451.80292059,5,
0x147faf8de9d8d8daae129b187f0d02d819126750,eth,GeoDB Coin,0.000164851299838043,16597.270143833965,False,,,29245.40295711479,0.5675172323038961,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,8893.870257703176,10,Liquidity pool info could not be retrieved.
0x148255a3b10666d9788ec48bc61ea3e48974bf2c,eth,DMCCOIN,1.88e-05,446.82,,,,37600.0,0.011883510638297873,,,,0.0,0.0,False,True,0.0,True,0.0,0.16353521075393213,1,Liquidity pool info could not be retrieved.
0x149af500734056b98572b66e6c771e57408e12e4,eth,Horizon,0.007036,48791.27,False,,,60378.07606610449,0.8080958052817256,484327.517463524,3407.728412873355,0.06984299471756639,100.0,0.0,False,True,0.0,True,0.0,0.13556133298252862,2,
0x14a9a94e555fdd54c21d7f7e328e61d7ebece54b,bsc,LOOT Token,0.0010847525632794969,448.17352425689637,False,,,14102.869099840314,0.03177888988999912,3307.0141264241033,3.5872920504400523,0.008004248034035563,0.0,0.0,False,True,0.0,True,0.0,6422.999301669977,10,
0x14c358b573a4ce45364a3dbd84bbb4dae87af034,bsc,DungeonSwap Token,0.005483,20031.63,False,,,28617.055680927075,0.6999892030594483,0.1592915373383783,0.0008733954992263283,4.3600820264068785e-08,0.0,0.0,False,True,2.5134,False,26.2957,109039.48140074113,10,
0x14cf922aa1512adfc34409b63e18d391e4a86a2f,eth,ETH Strategy,0.694,1337289.81,True,,99.99999999999235,21177332.328560747,0.06314722691471711,120.52133447532033,83.64180612587231,6.2545758967439e-05,100.0,0.0,False,True,0.0,False,68.4926,1e-15,1,
0x151b1e2635a717bcdc836ecd6fbb62b674fe3e1d,bsc,Venus XVS,0.1818227101101748,0.002030112378101539,True,,99.44484159196568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0004,True,0.0,20410521.38307332,1,Liquidity pool info could not be retrieved.
0x154a9f9cbd3449ad22fdae23044319d6ef2a1fab,bsc,CryptoBlades Skill Token,0.09524,41222.1,True,,24.585249506647212,95240.0,0.43282339353212934,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0052,1282.7238697257178,10,Liquidity pool info could not be retrieved.
0x1559fa1b8f28238fd5d76d9f434ad86fd20d1559,eth,EDEN,0.06275,337877.79,,,,9986537.980532892,0.033833325488636504,,,,0.0,0.0,False,True,0.0,True,0.5989,8976.32735965135,10,Liquidity pool info could not be retrieved.
0x15b543e986b8c34074dfc9901136d9355a537e7e,eth,Student Coin,0.000106,361.91,False,,,0.0,0.0,659.6047751671603,0.06991810616771899,0.0001931919708428034,0.0,0.0,False,True,0.0,True,0.0,156.73039920640053,7,
0x1613957159e9b0ac6c80e824f7eea748a32a0ae2,bsc,pTokens CGG,0.004837,5134.3,False,,,541260.3,0.009485824103485882,2562.6547581194495,12.395561065023777,0.0024142650536633577,0.0,0.0,False,True,0.0,True,0.0,564.8057575301143,10,
0x1633b7157e7638c4d6593436111bf125ee74703f,bsc,Splintershards,0.007992,879963.24,True,,11.314863152449284,3913832.053025978,0.22483418503347805,5118.395329110697,40.9062154702527,4.648627762024775e-05,0.0,0.0,False,True,0.0,False,6.6609,179860.63730238672,10,
0x1634e10c9155be623b5a52d6ca01c7a904d89b0a,eth,This Is Fine,1.055173080624905e-09,53651.61278779853,False,,,72806.94256311844,0.7369024285189066,76589710767123.94,80815.40105431662,1.5062995659413931,100.0,0.0,False,True,0.0558,True,0.0,11747340.124470731,2,
0x164f12c8d7d16b905cc4f11e819a9fc5b183ef71,eth,dMarketplace Token,9.169e-07,50588.57,False,,,84354.79728215994,0.5997118318094624,13430000000.0,12313.966999999999,0.24341401624912504,100.0,0.0,False,False,8.0,False,8.0,11.832159566199232,2,
0x16939ef78684453bfdfb47825f8a5f714f12623a,bsc,Tezos Token,0.7048,21188.75,True,,32.93321425199088,0.0,0.0,55.2548460816859,38.94361551837222,0.0018379383171905949,0.0,0.0,False,True,0.0,True,0.0,58.27364491369215,10,
0x1776b223ff636d0d76adf2290821f176421dd889,eth,America,0.0002273,39343.18,False,,,0.0,0.0,77685636.27199994,17657.945124625585,0.44881845149847027,100.0,0.0,False,True,0.0,True,0.0,0.420074249268774,3,
0x17837004ea685690b32dbead02a274ec4333a26a,eth,Bear Inu,,,,,,,,,,,0.0,0.0,False,True,0.0,True,0.0,10.000480158365129,1,Liquidity pool info could not be retrieved.
0x1785113910847770290f5f840b4c74fc46451201,bsc,FABWELT,0.0003175,22898.15,True,,24.700297835340894,68284.3880875971,0.3353350691321364,4911.423505094477,1.5593769628674965,6.810056545474182e-05,99.65,0.0,False,True,0.0,True,0.0,385598.5377599543,10,
0x1796ae0b0fa4862485106a0de9b654efe301d0b2,bsc,Polkamon,0.05547,20484.84,True,,7.299020195314215,324711.0599298779,0.06308636362562996,3.711597826332876,0.20588233142668463,1.005047300475301e-05,0.0,0.0,False,True,0.0,True,0.0,7596.561783977482,2,
0x17b7163cf1dbd286e262ddc68b553d899b93f526,bsc,Qubit Token,0.0003036,76208.59,False,,,0.0,0.0,885618.3037649583,268.87371702304137,0.0035281287453690115,0.0,0.0,False,True,0.0,True,0.0,64491.95350636646,10,
0x181de8c57c4f25eba9fd27757bbd11cc66a55d31,bsc,BelugaToken,20.87,3746.3,True,,99.3167407766555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.002,True,0.0,310.2758494805864,9,Liquidity pool info could not be retrieved.
0x1861c9058577c3b48e73d91d6f25c18b17fbffe0,bsc,DSLA,3.5431762644801884e-05,0.849919490393078,True,,7.951666834878038,197222.52933528816,4.309444226567911e-06,2224.307357198465,0.07881113032934257,0.0927277597703911,0.0,0.0,False,True,0.0,True,0.0,1702.554393724618,1,
0x1894251aebcff227133575ed3069be9670e25db0,bsc,HALO COIN,1.9105386436301284e-05,115.70952548195379,False,,,106334.08346904833,0.0010881696790628233,791530.587266738,15.122497745883525,0.13069362857461592,0.0,0.0,False,False,6.1207,True,0.0,0.010918307694272045,4,
0x18c4af61dbe6fd55d6470943b4ab8530777d009c,bsc,AgaTech,,,,,,,,,,,10.02,0.0,False,True,0.0,True,0.0045,2581.3568010053136,3,Liquidity pool info could not be retrieved.
0x190b589cf9fb8ddeabbfeae36a813ffb2a702454,bsc,bDollar,0.004639,19952.57,True,,17.41891269523408,0.0,0.0,189.4436436751983,0.8788290630092449,4.404590802133484e-05,0.0,0.0,False,True,0.0,True,0.0148,133409.587924083,10,
0x193397bb76868c6873e733ad60d5953843ebc84e,bsc,MEMETOON,1.394e-07,10.21,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,17022.763177759487,2,Liquidity pool info could not be retrieved.
0x193f4a4a6ea24102f49b931deeeb931f6e32405d,bsc,TLOS,0.05083,143408.11,,,,21348598.117485534,0.006717448574880512,,,,0.0,0.0,False,True,0.0,True,0.0,11202.323591492845,1,Liquidity pool info could not be retrieved.
0x19a4866a85c652eb4a2ed44c42e4cb2863a62d51,bsc,Hodooi.com Token,0.0001566,36539.66,False,,,156600.0,0.23333116219667946,573843.8791726591,89.86395147843842,0.00245935379471069,0.0,0.0,False,True,0.0,True,0.0,24975.19003008023,10,
0x19af07b52e5faa0c2b1e11721c52aa23172fe2f5,eth,MEMES ST,1.557e-07,67896.93,False,,,0.0,0.0,830212499652.5857,129264.08619590758,1.9038281435686062,100.0,0.0,False,True,0.0,True,0.0,22.89978165834775,2,
0x19be6f3f83d079d640720bda3b638a00a3b7ee20,bsc,Kitnet Token,0.0003647,37798.09,False,,,73712.17170003652,0.5127794925621663,756605.2683662283,275.93394137316346,0.00730020859184058,99.92,0.0,False,True,0.0,True,0.0,30340.570676906165,4,
