token_address,chain,token_name,contract_name,verified,owner,creator,is_hidden_owner,is_proxy,is_sellable,is_hardcoded_owner,has_source_code,has_abi,total_snippets,honeypot_mechanics_number,minting_mechanics_number,ownership_manipulation_number,transfer_blocking_number,stealth_fee_mechanics_number,liquidity_manipulation_number,router_manipulation_number,balance_manipulation_number,anti_analysis_features_number,block_based_restrictions_number,emergency_functions_number
0x00000000051b48047be6dc0ada6de5c3de86a588,eth,Baby Shiba Inu,BabyShibaInu,True,0x0000000000000000000000000000000000000000,0xcd6411316f2f5ee8a0e15eb45c4891bdd850d2d0,False,False,True,False,True,True,2,0,1,0,1,0,0,0,0,0,0,0
0x0000000000c5dc95539589fbd24be07c6c14eca4,eth,Milady Cult Coin,Cult,True,0xd5cd18d3cb65fdab15076618401ff79097f9d780,0x1ec7e0b7cd1a79a4afb873aeffe50ddca6446563,False,False,True,False,True,True,12,10,2,0,0,0,0,0,0,0,0,0
0x0018d5e01e53878f90feab02f1b2019a21adf8b1,eth,Shadowcats,shadowcats,True,0x0000000000000000000000000000000000000000,0x26af6ecad7c4f403c6f8c670ca2829fc345cbcf8,False,False,True,False,True,True,3,0,2,0,1,0,0,0,0,0,0,0
0x0026dfbd8dbb6f8d0c88303cc1b1596409fda542,eth,SANSHU!,SANSHU,True,,0x16a4c8ac5086bc1428fb9c2681e2e10ab89f4625,True,False,True,False,True,True,4,0,4,0,0,0,0,0,0,0,0,0
0x004f747a91e05d0e2fbe8bf3cd39cdb2bcfab02c,eth,TWEET,TweetMoney,True,0xb3fa4378318dff382dfc49622bbd45fa2e87671b,0xb3fa4378318dff382dfc49622bbd45fa2e87671b,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x005e6fd1610302018dcd9caf29b8bc38ff6efd98,eth,Metafox,FOX,True,0x0000000000000000000000000000000000000000,0x53abdd0bc91cb96dadebd60c17bf97332ee4e15b,False,False,True,False,True,True,1,0,0,0,0,0,0,0,0,0,1,0
0x00869e8e2e0343edd11314e6ccb0d78d51547ee5,eth,SuperGrok,Token,True,,0x19c89c76270fd64b64ff6fff8edb62ce9407511a,True,False,False,False,True,True,1,0,1,0,0,0,0,0,0,0,0,0
0x00e1656e45f18ec6747f5a8496fd39b50b38396d,bsc,Bomber Coin,BCoinToken,True,0x050f559cd756ca09fc46988b6cf19ebf01256268,0x050f559cd756ca09fc46988b6cf19ebf01256268,False,False,True,False,True,True,3,0,3,0,0,0,0,0,0,0,0,0
0x00f71afe867b2dbd2ad4ba14fd139bc6bc659ccd,bsc,XOXO Monkey,XOXO,True,0x0000000000000000000000000000000000000000,0x3867841205346a1cdc35b64f7ece8c72f49e858c,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x0138f5e99cfdffbacf36e543800c19ef16fa294b,eth,Prophet,ProphetToken,True,0x4c6f89dc7edcd9432612bca530da5b36619c512d,0x3612ad7f98238734e0698cdead88071f10f2ad7b,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x016cf83732f1468150d87dcc5bdf67730b3934d3,bsc,AirNFT Token,AirNFTToken,True,,0x2841fa05dd7f32722d7700823df5c3f9ca3a3a6f,True,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x0231f91e02debd20345ae8ab7d71a41f8e140ce7,bsc,BSC Wrapped Jupiter,Jupiter,True,,0xb0389ad57f5dde1cc3378630eec2735c78be5cb6,True,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x0255af6c9f86f6b0543357bacefa262a2664f80f,bsc,Immutable,ImmutableToken,True,0xb712871ab01f1d66a1fe44f277253f6ee0d4ee31,0x45aa6947f449334199e1c3a915a931067bc26257,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x0288d3e353fe2299f11ea2c2e1696b4a648ecc07,bsc,ZCore Finance,ZeFiToken,True,0x05a8ba2def87f8adaf223edcd04f7fc82ea6aee8,0xa13443db578af67aa80ea0f106377d5e9a62686f,False,False,True,False,True,True,6,0,6,0,0,0,0,0,0,0,0,0
0x02a40c048ee2607b5f5606e445cfc3633fb20b58,bsc,Kaby Arena,AnyswapV5ERC20,True,0x0000000000000000000000000000000000000000,0xfa9da51631268a30ec3ddd1ccbf46c65fad99251,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x02ff5065692783374947393723dba9599e59f591,bsc,YOOSHI,Yooshi,True,0x9a9db1228064d65527f29d2fe234c01bda2e91d1,0x559f2eaa426ab506478396bb2c92f782903f8f8b,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x033bbde722ea3cdcec73cffea6581df9f9c257de,eth,Velar,Velar,True,,0x87dcaf9e4c3bd9f7d6bb8bc1a32edc4de736db23,True,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x037838b556d9c9d654148a284682c55bb5f56ef4,bsc,Lightning,Lightning,True,0x8a4c479e177e32a7dfc50589a0477f85c9464898,0x8a4c479e177e32a7dfc50589a0477f85c9464898,False,False,True,False,True,True,5,0,4,0,0,0,1,0,0,0,0,0
0x038a68ff68c393373ec894015816e33ad41bd564,eth,Glitch,Glitch,True,,0x9b2118d6c6c986b93cff0635ad6356d5b5c8eb71,True,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x0391be54e72f7e001f6bbc331777710b4f2999ef,bsc,TravaFinance Token,TravaToken,True,0xf0199f0e9564c53f8a9f79bb4c60ad7f1f5022e6,0xf0199f0e9564c53f8a9f79bb4c60ad7f1f5022e6,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x03ff0ff224f904be3118461335064bb48df47938,bsc,Harmony ONE,BridgedToken,True,,0x12f42d934bb857a0bd6c4809ab425bdce933f65e,True,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x04baf95fd4c52fd09a56d840baee0ab8d7357bf0,bsc,BigONE Token,Token,True,0x6890e6fd16154ee4f65632e7ab55b529038512d6,0x6890e6fd16154ee4f65632e7ab55b529038512d6,False,False,True,False,True,True,1,0,1,0,0,0,0,0,0,0,0,0
0x04c154b66cb340f3ae24111cc767e0184ed00cc6,eth,Pirex Ether,PxEth,True,0xa52fd396891e7a74b641a2cb1a6999fcf56b077e,0xe8ea8990643a0431e4b28f7f7f6878aab88fe424,False,False,False,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x04c747b40be4d535fc83d09939fb0f626f32800b,bsc,ITAM,ItamERC20,True,0xc68a04beb59b9f0bbdc966cdc8c70e0bcfe88e2e,0xe38526dbe387fdafad76caf9deead525842a2a88,False,False,True,False,True,True,4,0,4,0,0,0,0,0,0,0,0,0
0x053708a5bc7f1627ddc87e780ee381cf1e31f765,bsc,velaai,Vela,True,,0x4d7c73d08cf3697aec9d8c6cca4bd58b3995392b,True,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x055999b83f9cade9e3988a0f34ef72817566800d,eth,RTB,RTBToken,True,0x0000000000000000000000000000000000000000,0xdb00922df18fc18b307c54b550626ff6c728f811,False,False,False,False,True,True,4,0,4,0,0,0,0,0,0,0,0,0
0x0565805ca3a4105faee51983b0bd8ffb5ce1455c,bsc,BlockchainSpace [via ChainPort.io],BridgeMintableTokenV2,True,,0xfe83475880d3592833249baaacfec5ed51e29d82,True,False,False,False,True,True,4,0,4,0,0,0,0,0,0,0,0,0
0x05fe069626543842439ef90d9fa1633640c50cf1,eth,EVE AI,EVEAI,True,0x0000000000000000000000000000000000000000,0xce00f6cd8ab462172f6b3a45c22580ae1b6f0c54,False,False,True,False,True,True,3,0,2,0,1,0,0,0,0,0,0,0
0x06561dc5cedcc012a4ea68609b17d41499622e4c,eth,NOOB,NoobToken,True,0xef828130fcfd1651354e212a55bceb115b2b8200,0x602b24eb33c3ce10c9b3c67d2a6b0d51329f4f34,False,False,False,False,True,True,3,0,3,0,0,0,0,0,0,0,0,0
0x0688977ae5b10075f46519063fd2f03adc052c1f,bsc,5thScape,FifthScapeToken,True,,0x2f893f7a0e15a6df9320cf0ae7087de228482c1f,True,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x06b964d96f5dcf7eae9d7c559b09edce244d4b8e,eth,USUALX,TransparentUpgradeableProxy,True,,0x10dceb0d2717f0efa9524d2109567526c9374b26,True,True,False,False,True,True,1,1,0,0,0,0,0,0,0,0,0,0
0x06ddb3a8bc0abc14f85e974cf1a93a6f8d4909d9,eth,8PAY Network v2,EightPayTokenV2,True,0xd8bec82dd5c0fe69f012de6660c4a44d63b786bd,0x3d7581dc68268938675432e523f5718de2ac3e37,False,False,True,False,True,True,1,0,1,0,0,0,0,0,0,0,0,0
0x07040971246a73ebda9cf29ea1306bb47c7c4e76,eth,AMERICAN PEPE,uspepe,True,0x0000000000000000000000000000000000000000,0x68bd6845f04f4fe1cf4b5c0ec5d8d58b1995530c,False,False,True,False,True,True,1,0,0,0,0,0,0,0,0,0,1,0
0x076ddce096c93dcf5d51fe346062bf0ba9523493,bsc,Paralink Network,ParaToken,True,0x186bc7741fdc5dd60a9d3bf94a526a13f0e40695,0x186bc7741fdc5dd60a9d3bf94a526a13f0e40695,False,False,True,False,True,True,4,0,4,0,0,0,0,0,0,0,0,0
0x0782b6d8c4551b9760e74c0545a9bcd90bdc41e5,bsc,Lista USD,TransparentUpgradeableProxy,True,,0x311b9e2eb0d0618b72218097eb6b5002978c7d3b,True,True,True,False,True,True,1,1,0,0,0,0,0,0,0,0,0,0
0x07b36f2549291d320132712a1e64d3826b1fb4d7,bsc,WIFEDOGE,wifedoge,True,0x0000000000000000000000000000000000000000,0x092f3d117fcb34af8707a0fd07adfdbc645f0773,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x07c15e4add8c23d2971380dde6c57b6f88902ec1,bsc,MetaMars,MARSToken,True,,0x1039b0c7acf6e39707e9323128171c4ed96a388f,True,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x08037036451c768465369431da5c671ad9b37dbc,bsc,NFT STARS COIN,NFTSToken,True,0xb536514fb20fb45f360c8ee19e6bcb586bc2eede,0xb536514fb20fb45f360c8ee19e6bcb586bc2eede,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x0808e6c4400bde1d70db0d02170b67de05e07ef5,eth,Wrapped LYX,WrappedLYX,True,0x2a7abd0d3c8da1e2791ba936f1cf0678e5cb1cf3,0x2a7abd0d3c8da1e2791ba936f1cf0678e5cb1cf3,False,False,False,False,True,True,3,0,3,0,0,0,0,0,0,0,0,0
0x0864c156b3c5f69824564dec60c629ae6401bf2a,bsc,Streamr,DATAv2,True,,0x41e36d4ffb5b443b20f55bcff27c68ff086fe06f,True,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x08ba0619b1e7a582e0bce5bbe9843322c954c340,bsc,Binamon,BMON,True,0x0000000000000000000000000000000000000000,0xcccc0b22799e82a79007814dbc6a194410dccea5,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x09395a2a58db45db0da254c7eaa5ac469d8bdc85,eth,SubQueryToken,SQToken,True,0x623d1426f5f45d39a1d9ebd3a5f6abee0c8ec469,0x70d0afee4a6a314d71046da9b4bbcfb8fd1722ce,False,False,False,False,True,True,5,0,5,0,0,0,0,0,0,0,0,0
0x095956b142431eb9cf88b99f392540b91acbf4ad,bsc,One Basis Share,ObsToken,True,0x3992aa53cd03b30d812275f523b1505be223e5bb,0x295ceba944998f0e73d8df4ee883a29d536cf41b,False,False,False,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x09f423ac3c9babbff6f94d372b16e4206e71439f,bsc,Wrapped Enjinstarter,WrappedToken,True,0x21dd761cac8461a68344f40d2f12e172a18a297f,0x2873ac2f0e2ecc936e4475152d8a232b161b5d52,False,False,False,False,True,True,4,0,4,0,0,0,0,0,0,0,0,0
0x0a3a21356793b49154fd3bbe91cbc2a16c0457f5,bsc,RFOX,AnyswapV4ERC20,True,0x533e3c0e6b48010873b947bddc4721b1bdff9648,0x4bfcbc6d507c6cf6b419b4f65670e3f7a81ea93f,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x0a907b0bbff60702b29a36b19718d99253cfbd9f,eth,QLix,QLIX,True,0x0000000000000000000000000000000000000000,0xecdc1c43ff1e7191d4b37a0fce2205b76a1f9ee7,False,False,True,False,True,True,3,0,2,0,1,0,0,0,0,0,0,0
0x0a9e3dde12e4519c9d89df69bd738490c9466bf4,eth,Market Dominance,MarketDominance,True,0xfb1fd7048522299d64db0c88c59412e54ccd60c2,0xd02ab624d157ac70a307508d2985a75eb3771216,False,False,False,False,True,True,1,0,1,0,0,0,0,0,0,0,0,0
0x0aee8703d34dd9ae107386d3eff22ae75dd616d1,eth,Tranche Finance,Token,True,0x5ad3330aebdd74d7dda641d37273ac1835ee9330,0x5ad3330aebdd74d7dda641d37273ac1835ee9330,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x0b0a8c7c34374c1d0c649917a97eee6c6c929b1b,eth,Shiba V Pepe,SHEPE,True,0x0000000000000000000000000000000000000000,0x065e3df0326a57ffdf33591247dee2947588c756,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x0b15ddf19d47e6a86a56148fb4afffc6929bcb89,bsc,Impossible Decentralized Incubator Access Token,ImpossibleDecentralizedIncubatorAccessToken,True,0x0000000000000000000000000000000000000000,0x3c9584426432eb851e5689230d5cfc50659103d5,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x0b38210ea11411557c13457d4da7dc6ea731b88a,eth,API3,Api3Token,True,0xd9f80bdb37e6bad114d747e60ce6d2aaf26704ae,0x24dd2870b2a1986f58b495848606ed93270ec6fb,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x0b3f42481c228f70756dbfa0309d3ddc2a5e0f6a,bsc,UltraSafe,UltraSafe,True,0x0000000000000000000000000000000000000000,0xca030648bc4de06c1d4d21ffa8007dcf4af6f723,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x0cbd6fadcf8096cc9a43d90b45f65826102e3ece,bsc,CheckDot,CheckDot,True,,0x961a14beabd590229b1c68a21d7068c8233c8542,True,False,True,False,True,True,3,0,3,0,0,0,0,0,0,0,0,0
0x0d8ce2a99bb6e3b7db580ed848240e4a0f9ae153,bsc,Filecoin,BEP20UpgradeableProxy,True,,0x81b7fda41e09e99275e8eb1bd26a810f98ff3cce,True,True,True,False,True,True,1,1,0,0,0,0,0,0,0,0,0,0
0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,bsc,PancakeSwap Token,CakeToken,True,0x73feaa1ee314f8c655e354234017be2193c9e24e,0x0f9399fc81dac77908a2dde54bb87ee2d17a3373,False,False,True,False,True,True,4,0,4,0,0,0,0,0,0,0,0,0
0x0e7779e698052f8fe56c415c3818fcf89de9ac6d,bsc,Ultiverse Token,UltiToken,True,0x9295196cbbb0461bd282416bbcaeae97f611d3e9,0xb90286f15117cb8ba62e5a2468db7cd8394281cf,False,False,True,False,True,True,3,0,3,0,0,0,0,0,0,0,0,0
0x0e7beec376099429b85639eb3abe7cf22694ed49,bsc,Buni Token,BuniToken,True,0x496ae7a91995ddf6f642e34deea37b743a5d9107,0x6eeabc2da31d8a794cf096f5afb58c834ba3d63f,False,False,True,False,True,True,6,0,6,0,0,0,0,0,0,0,0,0
0x0eb3a705fc54725037cc9e008bdede697f62f335,bsc,Cosmos Token,BEP20Cosmos,True,0xf68a4b64162906eff0ff6ae34e2bb1cd42fef62d,0x88efdac29e3ba290512e26c04908692ae9810566,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x0ee7292bd28f4a490f849fb30c28cabab9440f9e,bsc,Gemlink,Gemlink,True,,0xd7e7261b175cd06ea196bcc263d77b37b27af729,True,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x0f71b8de197a1c84d31de0f1fa7926c365f052b3,eth,Arcona Distribution Contract,ArconaToken,True,0x603542187b3b06b9de01c9961b017c117d8ebad6,0x7aa7b096955db1740bdb21b3a8794e407c8e46ea,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x0f7dc5d02cc1e1f5ee47854d534d332a1081ccc8,eth,Pepes Dog,ZEUS,True,0x0000000000000000000000000000000000000000,0xba896c1094ac4a3f61725f62f9092f934cb26515,False,False,True,False,True,True,1,0,0,0,0,0,1,0,0,0,0,0
0x0f8c45b896784a1e408526b9300519ef8660209c,eth,XMAX,XmxToken,True,0x0000000000000000000000000000000000000001,0x6f5150815b8616812627fd5299cc5c22ab38c0f4,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x0fc2a55d5bd13033f1ee0cdd11f60f7efe66f467,eth,Lagrange,TransparentUpgradeableProxy,True,0x2336af8d44d7ef6f72e37f28c9d5bb9a926a1cf6,0x8266fe21e764b4adb510dab9bd42ee4daf43e827,False,True,False,False,True,True,1,1,0,0,0,0,0,0,0,0,0,0
0x1010107b4757c915bc2f1ecd08c85d1bb0be92e0,eth,Brain Frog,brain_frog,True,0x0000000000000000000000000000000000000000,0x29c18da87f2782161b0b7be108a727b17ac01199,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x103c45ffcf40f481a318480718501527929a89c3,eth,Fragma,Fragma,True,0x9abd759b08b9d4b7c3fab7aea9fb2f9ccd1e7f9b,0x9abd759b08b9d4b7c3fab7aea9fb2f9ccd1e7f9b,False,False,True,False,True,True,3,0,2,0,1,0,0,0,0,0,0,0
0x108a850856db3f85d0269a2693d896b394c80325,eth,THORWallet Governance Token,TGT,True,,0xcf23e5020497ce7129c02041fccef9a0ba5e6554,True,False,False,False,True,True,8,0,8,0,0,0,0,0,0,0,0,0
0x115ec79f1de567ec68b7ae7eda501b406626478e,eth,CarryToken,CarryToken,True,0xf19670d12d7e58a3b976d6fee1cf77e1ae0c9290,0xf19670d12d7e58a3b976d6fee1cf77e1ae0c9290,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x121235cff4c59eec80b14c1d38b44e7de3a18287,bsc,DarkShield,DarkShield,True,0x2925856ab2f6652b38290645a885b62bb48634ec,0x2925856ab2f6652b38290645a885b62bb48634ec,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x1236a887ef31b4d32e1f0a2b5e4531f52cec7e75,bsc,GamiWorld.io,GamiToken,True,0x462fd78dcbffaa339dd41504233b2859ebc1307c,0x6dc1cfe0170ab0f6a5bd915323cbb18b2bd9a97c,False,False,True,False,True,True,5,0,5,0,0,0,0,0,0,0,0,0
0x124123c7af9efd2a86f4d41daa88ac164d02a3d5,bsc,GreenEnvironmentalCoins,GGGTOKEN,True,0x000000000000000000000000000000000000dead,0x71b08c4331ad1ab1b94b770316778c8fe48e0484,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x1258d60b224c0c5cd888d37bbf31aa5fcfb7e870,eth,NodeAI,NODEAI,True,0x0000000000000000000000000000000000000000,0x7b55056675b7e70fd1b1292b4fcffe6b19fcb7c5,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x12819623921be0f4d5ebfc12c75e6d08a1683080,bsc,Broccoli,Contract,True,0x0000000000000000000000000000000000000000,0x0c88819be1b9f7dd98f5081a7024517031de56b9,False,False,True,False,True,True,3,0,2,0,1,0,0,0,0,0,0,0
0x13e4b8cffe704d3de6f19e52b201d92c21ec18bd,eth,ParallelAI,ParallelAIToken,True,0xae9d2559eaa801d8b726c55bdf878350bae75cf1,0xae9d2559eaa801d8b726c55bdf878350bae75cf1,False,False,True,False,True,True,4,0,2,0,0,1,0,0,0,0,1,0
0x14016e85a25aeb13065688cafb43044c2ef86784,bsc,TrueUSD,BEP20UpgradeableProxy,True,,0xd4fb89a009cf22246b69d17a420dfb9fcd2a4014,True,True,True,False,True,True,1,1,0,0,0,0,0,0,0,0,0,0
0x14778860e937f509e651192a90589de711fb88a9,bsc,CyberConnect,CyberToken,True,0x9a9d5a29206dde4f70825032df32333de5f63921,0xe906b91103d216420f7ae13b29fde73ce9c206cd,False,False,True,False,True,True,8,0,8,0,0,0,0,0,0,0,0,0
0x147faf8de9d8d8daae129b187f0d02d819126750,eth,GeoDB Coin,GeoToken,True,0x0000000000000000000000000000000000000000,0x6034d5b3c1304d0716317d5be6965426f0f10b0f,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x148255a3b10666d9788ec48bc61ea3e48974bf2c,eth,DMCCOIN,DMCCOIN,True,,0xbdb9a24f039a314ebe3569f91fb10c38d2d76ad0,True,False,False,False,True,True,5,0,5,0,0,0,0,0,0,0,0,0
0x149af500734056b98572b66e6c771e57408e12e4,eth,Horizon,Horizon,True,0xc72c9a7fc488dd8003eeaddec4f635e0fa867e73,0xc72c9a7fc488dd8003eeaddec4f635e0fa867e73,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x14a9a94e555fdd54c21d7f7e328e61d7ebece54b,bsc,LOOT Token,AnyswapV5ERC20,True,0x533e3c0e6b48010873b947bddc4721b1bdff9648,0xfa9da51631268a30ec3ddd1ccbf46c65fad99251,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x14c358b573a4ce45364a3dbd84bbb4dae87af034,bsc,DungeonSwap Token,DNDToken,True,0x3720f1f9a02bfb4dd6afb9030eb826b4392d321f,0x875831249ba511a6f1e49c84d66e1a6f5601f7c6,False,False,True,False,True,True,6,0,6,0,0,0,0,0,0,0,0,0
0x14cf922aa1512adfc34409b63e18d391e4a86a2f,eth,ETH Strategy,StratToken,True,0xc53cced6332d06972a7eaedc64fdf6d4af5220b8,0x69697df59d8dc401d7f24ac55b138f99d7da725f,False,False,True,False,True,True,3,0,3,0,0,0,0,0,0,0,0,0
0x151b1e2635a717bcdc836ecd6fbb62b674fe3e1d,bsc,Venus XVS,VBep20Delegator,True,,0x1ca3ac3686071be692be7f1fbecd668641476d7e,True,True,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x154a9f9cbd3449ad22fdae23044319d6ef2a1fab,bsc,CryptoBlades Skill Token,CoinToken,True,0x000000000000000000000000000000000000dead,0xc2573a26297a0c952c92bb48fdcb6929524f7f48,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x1559fa1b8f28238fd5d76d9f434ad86fd20d1559,eth,EDEN,EdenToken,True,,0xfdf8be775bb5e2ba1983dc7b26a655321502e104,True,False,False,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x15b543e986b8c34074dfc9901136d9355a537e7e,eth,Student Coin,STCERC20,True,,0x3478ca7df93fb9d486373dd2ea103fc855e96ab7,True,False,True,False,True,True,3,0,3,0,0,0,0,0,0,0,0,0
0x1613957159e9b0ac6c80e824f7eea748a32a0ae2,bsc,pTokens CGG,AdminUpgradeabilityProxy,True,0xa8110626e050715e8fdd5d00ba2d09e0d216e3cc,0x03ec7b0e8e8889de5e1c2f021535b2fd615acbff,False,True,True,False,True,True,1,1,0,0,0,0,0,0,0,0,0,0
0x1633b7157e7638c4d6593436111bf125ee74703f,bsc,Splintershards,SPS,True,,0xa1982835170d0c2ba789370918f19122d63943a2,True,False,True,False,True,True,4,0,4,0,0,0,0,0,0,0,0,0
0x1634e10c9155be623b5a52d6ca01c7a904d89b0a,eth,This Is Fine,FINE,True,0x0000000000000000000000000000000000000000,0xdcbd88c6dedda9b56a0b091d22c93e41e7c17413,False,False,True,False,True,True,1,0,0,0,0,0,0,0,0,0,1,0
0x164f12c8d7d16b905cc4f11e819a9fc5b183ef71,eth,dMarketplace Token,Token,True,0xcd17bd6f8ddc2915c30dcecd10c10cefa38d0b3c,0xcd17bd6f8ddc2915c30dcecd10c10cefa38d0b3c,False,False,True,False,True,True,1,0,1,0,0,0,0,0,0,0,0,0
0x16939ef78684453bfdfb47825f8a5f714f12623a,bsc,Tezos Token,BEP20Tezos,True,0xf68a4b64162906eff0ff6ae34e2bb1cd42fef62d,0x88efdac29e3ba290512e26c04908692ae9810566,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x1776b223ff636d0d76adf2290821f176421dd889,eth,America,America,True,,0x822dfd186e73844cc79f1d0fab6ddcb62d17aa51,True,False,True,False,True,True,1,0,0,0,0,0,0,0,0,0,1,0
0x17837004ea685690b32dbead02a274ec4333a26a,eth,Bear Inu,Token,True,,0xeafd794c0ebbafbfc71d34cf8aba6755708fbe11,True,False,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x1785113910847770290f5f840b4c74fc46451201,bsc,FABWELT,AnyswapV5ERC20,True,0xde829c03b442912d0e29822de06032e937f172bb,0xfa9da51631268a30ec3ddd1ccbf46c65fad99251,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x1796ae0b0fa4862485106a0de9b654efe301d0b2,bsc,Polkamon,PolkamonTokenBSC,True,,0x5803a83be1fe01738b0bb3a289e9f82ce49003e3,True,False,True,False,True,True,4,0,4,0,0,0,0,0,0,0,0,0
0x17b7163cf1dbd286e262ddc68b553d899b93f526,bsc,Qubit Token,TransparentUpgradeableProxy,True,0x1f443c166c4bc17180bc9902afe91464f2e1da89,0xbee397129374d0b4db7bf1654936951e5bdfe5a6,False,True,True,False,True,True,1,1,0,0,0,0,0,0,0,0,0,0
0x181de8c57c4f25eba9fd27757bbd11cc66a55d31,bsc,BelugaToken,BelugaToken,True,0xceb39db1cd6e1d8d3b678b282d668e78477936e5,0x72396cf44a8240d830aa509313ee5bf1a185fd31,False,False,True,False,True,True,4,0,4,0,0,0,0,0,0,0,0,0
0x1861c9058577c3b48e73d91d6f25c18b17fbffe0,bsc,DSLA,AnyswapV4ERC20,True,0x533e3c0e6b48010873b947bddc4721b1bdff9648,0xfa9da51631268a30ec3ddd1ccbf46c65fad99251,False,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x1894251aebcff227133575ed3069be9670e25db0,bsc,HALO COIN,CoinToken,True,0x0000000000000000000000000000000000000000,0x591f27bcd4ea358e86a355c91e0454c67e0a80e1,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0
0x18c4af61dbe6fd55d6470943b4ab8530777d009c,bsc,AgaTech,AgaTech,True,0x398d45dff7c23323681d29aef2d9146165898f3f,0xe47bf541b8589e72301b695e7eeb86392bf3b64f,False,False,False,False,True,True,1,0,1,0,0,0,0,0,0,0,0,0
0x190b589cf9fb8ddeabbfeae36a813ffb2a702454,bsc,bDollar,Dollar,True,0x15a90e6157a870cd335af03c6df776d0b1ebf94f,0x4c4871e1c48bc7c1e86d9cf3d41846e9a2c24c36,False,False,True,False,True,True,3,0,3,0,0,0,0,0,0,0,0,0
0x193397bb76868c6873e733ad60d5953843ebc84e,bsc,MEMETOON,MEMETOON,True,0xe7812cf7e79ae9c94bcff93317b525eb75d61be5,0x381e6c408fec45c5c18b634881dcb33c83d1033b,False,False,False,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
0x193f4a4a6ea24102f49b931deeeb931f6e32405d,bsc,TLOS,ERC1967Proxy,True,0xe3c5b2bbf42f83b1d284ccc6761765c9844ec806,0x481d727af05c1937c35d0a209066deaa7231605c,False,True,False,False,True,True,1,1,0,0,0,0,0,0,0,0,0,0
0x19a4866a85c652eb4a2ed44c42e4cb2863a62d51,bsc,Hodooi.com Token,HodooiToken,True,,0x7881413144709b2bbe1e6766d62e1431a86495e6,True,False,True,False,True,True,2,0,2,0,0,0,0,0,0,0,0,0
