token_address,chain,token_name,price_usd,liquidity_usd,market_cap_usd,liquidity_to_market_cap_ratio,token_volume,volume_usd,volume_to_liquidity_ratio,locked_liquidity_percent,locked_95_for_15_days,creator_under_5_percent,creator_percent_of_lp,owner_under_5_percent,owner_percent_of_lp,total_lp_supply,lp_holders_count,error
0x03ff0ff224f904be3118461335064bb48df47938,bsc,Harmony ONE,0.01034,46045.87,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,3124.8567038190286,10,Liquidity pool info could not be retrieved.
0x04baf95fd4c52fd09a56d840baee0ab8d7357bf0,bsc,BigONE Token,0.0005927,4299.18,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,82009.35292316179,10,Liquidity pool info could not be retrieved.
0x04c154b66cb340f3ae24111cc767e0184ed00cc6,eth,Pirex Ether,4573.25,10042074.82,0.0,0.0,,,,0.0,False,True,0.0002,True,2.6038,0.1000897065671765,2,Liquidity pool info could not be retrieved.
0x04c747b40be4d535fc83d09939fb0f626f32800b,bsc,ITAM,0.01085,74881.46,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,7609.801565410267,10,Liquidity pool info could not be retrieved.
0x053708a5bc7f1627ddc87e780ee381cf1e31f765,bsc,velaai,1.08e-05,3.86,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,16.000324896352407,4,Liquidity pool info could not be retrieved.
0x055999b83f9cade9e3988a0f34ef72817566800d,eth,RTB,,,,,,,,0.0,False,True,0.0,True,0.0,0.6576553387429731,2,Liquidity pool info could not be retrieved.
0x0565805ca3a4105faee51983b0bd8ffb5ce1455c,bsc,BlockchainSpace [via ChainPort.io],,,,,,,,0.0,False,True,0.0,True,0.0,25780.719482055018,10,Liquidity pool info could not be retrieved.
0x05fe069626543842439ef90d9fa1633640c50cf1,eth,EVE AI,0.001478,68338.29,139518.76003701,0.48981434455030964,0.0,0.0,0.0,99.98,False,True,0.0,True,0.0,14868.799093574833,5,Liquidity pool info could not be retrieved.
0x06561dc5cedcc012a4ea68609b17d41499622e4c,eth,NOOB,,,,,,,,0.0,False,True,0.0,True,0.0,681.0281242613579,3,Liquidity pool info could not be retrieved.
0x0688977ae5b10075f46519063fd2f03adc052c1f,bsc,5thScape,0.000282,31732.42,0.0,0.0,0.0,0.0,0.0,0.0,False,False,63.2863,True,0.0,31014714902.342194,1,Liquidity pool info could not be retrieved.
0x06b964d96f5dcf7eae9d7c559b09edce244d4b8e,eth,USUALX,0.09997,255447.93,0.0,0.0,,,,0.0,False,True,0.0,True,0.0,241.86046466032988,1,Liquidity pool info could not be retrieved.
0x06ddb3a8bc0abc14f85e974cf1a93a6f8d4909d9,eth,8PAY Network v2,0.005031841340677238,10950.41430273819,3.256991961360923e-13,3.3621250628333136e+16,0.0,0.0,0.0,0.0,False,True,0.0,True,1.4257,1131.370849898476,2,Liquidity pool info could not be retrieved.
0x07040971246a73ebda9cf29ea1306bb47c7c4e76,eth,AMERICAN PEPE,2.453e-10,76059.7,0.0,0.0,0.0,0.0,0.0,100.0,False,True,0.0,True,0.0,569.1496288323484,2,Liquidity pool info could not be retrieved.
0x076ddce096c93dcf5d51fe346062bf0ba9523493,bsc,Paralink Network,1.621771061446212e-11,2.1440097937165407e-06,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,6.257873645955283,3,Liquidity pool info could not be retrieved.
0x0782b6d8c4551b9760e74c0545a9bcd90bdc41e5,bsc,Lista USD,0.9994,450538.06,3.7576490419429294e-11,1.198989195028828e+16,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,7647988.802938655,1,Liquidity pool info could not be retrieved.
0x07b36f2549291d320132712a1e64d3826b1fb4d7,bsc,WIFEDOGE,1.085e-12,226755.8,0.0,0.0,0.0,0.0,0.0,22.42,False,True,0.0,True,0.0,104598.26408871343,10,Liquidity pool info could not be retrieved.
0x07c15e4add8c23d2971380dde6c57b6f88902ec1,bsc,MetaMars,0.01031,0.28,1.178433e-12,237603665206.25275,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,0.027583860719210495,3,Liquidity pool info could not be retrieved.
0x08037036451c768465369431da5c671ad9b37dbc,bsc,NFT STARS COIN,9.706987431509609e-09,0.025114339078157362,1.3339820399889725e-20,1.882659460570022e+18,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,3465.31597134062,8,Liquidity pool info could not be retrieved.
0x0808e6c4400bde1d70db0d02170b67de05e07ef5,eth,Wrapped LYX,1.064,4658.88,10220.934424761183,0.4558174239640381,,,,0.0,False,True,0.0,True,0.0,182.25751251558725,3,Liquidity pool info could not be retrieved.
0x0864c156b3c5f69824564dec60c629ae6401bf2a,bsc,Streamr,0.01666,134256.46,1.278025030422e-11,1.050499456616033e+16,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,449807.97049628955,1,Liquidity pool info could not be retrieved.
0x08ba0619b1e7a582e0bce5bbe9843322c954c340,bsc,Binamon,0.002555,68354.01,4.3484804401543545e-13,1.5719056562566413e+17,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,16882.44706927167,10,Liquidity pool info could not be retrieved.
0x09395a2a58db45db0da254c7eaa5ac469d8bdc85,eth,SubQueryToken,0.0008378,110985.46,2.4846026944882275e-12,4.466929873585302e+16,,,,0.0,False,True,0.0,True,0.0,2.372118024796475,1,Liquidity pool info could not be retrieved.
0x095956b142431eb9cf88b99f392540b91acbf4ad,bsc,One Basis Share,2.23e-31,2.7,22820675354.696526,1.183137640772904e-10,0.0,0.0,0.0,0.0,False,True,0.0,False,97.0388,5273054261730670.0,1,Liquidity pool info could not be retrieved.
0x09f423ac3c9babbff6f94d372b16e4206e71439f,bsc,Wrapped Enjinstarter,5.548e-05,4648.04,2.2957319096600165e-13,2.024644071218379e+16,,,,0.0,False,True,0.0,True,0.0,137840.02850810942,10,Liquidity pool info could not be retrieved.
0x0a3a21356793b49154fd3bbe91cbc2a16c0457f5,bsc,RFOX,0.000878,38256.67,1.6942382646126444e-12,2.258045447270468e+16,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,18379.55943368165,10,Liquidity pool info could not be retrieved.
0x0a907b0bbff60702b29a36b19718d99253cfbd9f,eth,QLix,0.04104634572152599,36475.86738223689,0.0,0.0,0.0,0.0,0.0,100.0,False,True,1.7032,True,0.0,1166.19037896906,2,Liquidity pool info could not be retrieved.
0x0a9e3dde12e4519c9d89df69bd738490c9466bf4,eth,Market Dominance,0.005075,80083.4,2.7959242234907646e-12,2.864290788969035e+16,,,,0.0,False,True,0.0021,True,0.0338,45375.35505049518,10,Liquidity pool info could not be retrieved.
0x0aee8703d34dd9ae107386d3eff22ae75dd616d1,eth,Tranche Finance,0.05137,313338.39,8.948316556709806e-13,3.5016462371913555e+17,0.0,0.0,0.0,0.0,False,True,0.0032,True,0.0032,9713.25826937678,10,Liquidity pool info could not be retrieved.
0x0b0a8c7c34374c1d0c649917a97eee6c6c929b1b,eth,Shiba V Pepe,2.605e-10,87827.71,0.0,0.0,0.0,0.0,0.0,100.0,False,True,0.0,True,0.0,711.6732930999168,2,Liquidity pool info could not be retrieved.
0x0b15ddf19d47e6a86a56148fb4afffc6929bcb89,bsc,Impossible Decentralized Incubator Access Token,0.02151,443194.68,1.6097850828705815e-11,2.753129499806842e+16,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,1506650.207908612,6,Liquidity pool info could not be retrieved.
0x0b38210ea11411557c13457d4da7dc6ea731b88a,eth,API3,1.16,1851137.78,1.4867863276066904e-10,1.2450597275667804e+16,0.0,0.0,0.0,0.0,False,True,0.0,False,7.6586,3071.865711509901,10,Liquidity pool info could not be retrieved.
0x0b3f42481c228f70756dbfa0309d3ddc2a5e0f6a,bsc,UltraSafe,1.486e-09,1471835.75,0.0,0.0,0.0,0.0,0.0,72.21,False,True,0.0,True,0.0,18644.789491820065,10,Liquidity pool info could not be retrieved.
0x0cbd6fadcf8096cc9a43d90b45f65826102e3ece,bsc,CheckDot,0.09919,116294.11,7.3301816679e-13,1.5865106114527818e+17,0.0,0.0,0.0,0.0,False,True,0.0192,True,0.0,6306.187836734752,2,Liquidity pool info could not be retrieved.
0x0d8ce2a99bb6e3b7db580ed848240e4a0f9ae153,bsc,Filecoin,2.29,366505.71,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,80.15292306080471,10,Liquidity pool info could not be retrieved.
0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,bsc,PancakeSwap Token,2.5,22483223.18,8.605833868620632e-10,2.6125560315520796e+16,0.0,0.0,0.0,0.0,False,True,0.0,True,0.2928,213887.2638588383,10,Liquidity pool info could not be retrieved.
0x0e7779e698052f8fe56c415c3818fcf89de9ac6d,bsc,Ultiverse Token,0.0021,2168922.68,1.27236689748e-11,1.7046362054024538e+17,0.0,0.0,0.0,0.0,False,True,0.0,True,2.3489,515102282.2791542,7,Liquidity pool info could not be retrieved.
0x0e7beec376099429b85639eb3abe7cf22694ed49,bsc,Buni Token,0.003106,130028.36,0.0,0.0,0.0,0.0,0.0,70.19,False,True,0.0,False,5.7433,32632.874793048253,5,Liquidity pool info could not be retrieved.
0x0eb3a705fc54725037cc9e008bdede697f62f335,bsc,Cosmos Token,4.59,58492.58,2.138211391917773e-09,27355845273809.758,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,232.3075446583734,10,Liquidity pool info could not be retrieved.
0x0ee7292bd28f4a490f849fb30c28cabab9440f9e,bsc,Gemlink,23.223912991175144,0.0005355368228362974,24.91067275889809,2.1498288224472128e-05,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,146768297.3529469,1,Liquidity pool info could not be retrieved.
0x0f71b8de197a1c84d31de0f1fa7926c365f052b3,eth,Arcona Distribution Contract,0.01525,21758.92,2.3152103175e-13,9.39824768209206e+16,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,548.9131356419433,10,Liquidity pool info could not be retrieved.
0x0f7dc5d02cc1e1f5ee47854d534d332a1081ccc8,eth,Pepes Dog,6.616e-09,445919.68,0.00278328504,160213443.3201998,0.0,0.0,0.0,99.19,False,True,0.0,True,0.0,653.8850454596202,5,Liquidity pool info could not be retrieved.
0x0f8c45b896784a1e408526b9300519ef8660209c,eth,XMAX,13698.897042264955,2184.8129153556456,3698702.201411538,0.0005906971679206437,0.0,0.0,0.0,0.0,False,True,0.0,True,2.0063,0.12205190382264737,7,Liquidity pool info could not be retrieved.
0x0fc2a55d5bd13033f1ee0cdd11f60f7efe66f467,eth,Lagrange,0.3462,17173.69,0.0,0.0,,,,0.0,False,True,0.0,True,0.0,265.2017741128921,1,Liquidity pool info could not be retrieved.
0x1010107b4757c915bc2f1ecd08c85d1bb0be92e0,eth,Brain Frog,0.003046,24421.15,3.046e-14,8.017449113591597e+17,0.0,0.0,0.0,100.0,False,True,0.0,True,0.0,2970.0,2,Liquidity pool info could not be retrieved.
0x103c45ffcf40f481a318480718501527929a89c3,eth,Fragma,0.0003179334368067084,41677.96268927491,3.179334368067084e-14,1.3109021532269204e+18,0.0,0.0,0.0,100.0,False,True,0.0,True,0.0,16940.574990241625,2,Liquidity pool info could not be retrieved.
0x108a850856db3f85d0269a2693d896b394c80325,eth,THORWallet Governance Token,,,,,,,,0.0,False,True,0.0,True,0.0,0.05689082619724251,2,Liquidity pool info could not be retrieved.
0x115ec79f1de567ec68b7ae7eda501b406626478e,eth,CarryToken,0.0001807022986618389,438.34436604278204,1.8070229866183889e-12,242578190365517.78,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,148.73469591034223,6,Liquidity pool info could not be retrieved.
0x121235cff4c59eec80b14c1d38b44e7de3a18287,bsc,DarkShield,2.558e-05,30657.98,0.0,0.0,0.0,0.0,0.0,100.0,False,True,0.0,True,0.0,54517.8347881975,3,Liquidity pool info could not be retrieved.
0x1236a887ef31b4d32e1f0a2b5e4531f52cec7e75,bsc,GamiWorld.io,14230.51293879372,1.3827869938868065e-05,614671.3385964491,2.2496363618389716e-11,0.0,0.0,0.0,100.0,False,True,0.0,True,0.2766,0.0968939637808963,2,Liquidity pool info could not be retrieved.
0x124123c7af9efd2a86f4d41daa88ac164d02a3d5,bsc,GreenEnvironmentalCoins,0.0006457,36233.06,0.0,0.0,0.0,0.0,0.0,76.23,False,True,0.0,False,6.0072,622496.4740259274,10,Liquidity pool info could not be retrieved.
0x1258d60b224c0c5cd888d37bbf31aa5fcfb7e870,eth,NodeAI,0.2731,1860585.31,2.653252696391523e-11,7.012469308070179e+16,0.0,0.0,0.0,99.23,False,True,0.0,True,0.0,12869.279568310092,7,Liquidity pool info could not be retrieved.
0x12819623921be0f4d5ebfc12c75e6d08a1683080,bsc,Broccoli,8.408e-05,88351.48,8.407999999999999e-14,1.050802568981922e+18,0.0,0.0,0.0,100.0,False,True,0.0,True,0.0,69282.03230275509,2,Liquidity pool info could not be retrieved.
0x13e4b8cffe704d3de6f19e52b201d92c21ec18bd,eth,ParallelAI,0.1651,956685.93,1.651e-11,5.794584675953968e+16,0.0,0.0,0.0,99.65,False,True,1.0,True,1.0,12694.174924033157,3,Liquidity pool info could not be retrieved.
0x14016e85a25aeb13065688cafb43044c2ef86784,bsc,TrueUSD,0.9968,303256.6,2.032489025916221e-12,1.492045448379706e+17,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,147209.30759461768,10,Liquidity pool info could not be retrieved.
0x14778860e937f509e651192a90589de711fb88a9,bsc,CyberConnect,1.97,235463.57,9.628992345466666e-11,2445360444292557.5,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,472708.4656655752,4,Liquidity pool info could not be retrieved.
0x147faf8de9d8d8daae129b187f0d02d819126750,eth,GeoDB Coin,0.00017899206339592392,18126.24442809395,3.1754041522766404e-14,5.7083267385344134e+17,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,8893.870257703176,10,Liquidity pool info could not be retrieved.
0x148255a3b10666d9788ec48bc61ea3e48974bf2c,eth,DMCCOIN,0.08176,3370.56,0.0,0.0,,,,0.0,False,True,0.0,True,0.0,0.01102518750329462,1,Liquidity pool info could not be retrieved.
0x149af500734056b98572b66e6c771e57408e12e4,eth,Horizon,6718465.939352705,49539.77668399236,57653.218808096906,0.859271654005811,0.0,0.0,0.0,100.0,False,True,0.0,True,0.0,0.13556133298252862,2,Liquidity pool info could not be retrieved.
0x14a9a94e555fdd54c21d7f7e328e61d7ebece54b,bsc,LOOT Token,1.4875664892645708e-09,1.5475840560123852e-07,1.9339853332065208e-20,8002046496632.486,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,6422.999301669977,10,Liquidity pool info could not be retrieved.
0x14c358b573a4ce45364a3dbd84bbb4dae87af034,bsc,DungeonSwap Token,0.005484,20034.37,2.862227491413534e-14,6.999572906102536e+17,0.0,0.0,0.0,0.0,False,True,2.5134,False,26.3582,109100.18776465567,10,Liquidity pool info could not be retrieved.
0x14cf922aa1512adfc34409b63e18d391e4a86a2f,eth,ETH Strategy,0.8098,24482332.36,118986736.0474223,0.2057568194007989,0.0,0.0,0.0,0.0,False,True,0.0,False,55.4119,14.752461426208496,1,Liquidity pool info could not be retrieved.
0x151b1e2635a717bcdc836ecd6fbb62b674fe3e1d,bsc,Venus XVS,3732.4098025659414,3.2036542354756348e-09,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0005,True,0.0,20410521.38307332,1,Liquidity pool info could not be retrieved.
0x154a9f9cbd3449ad22fdae23044319d6ef2a1fab,bsc,CryptoBlades Skill Token,0.08445,36732.05,8.445e-14,4.349561870929545e+17,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0052,1285.7017405097818,10,Liquidity pool info could not be retrieved.
0x1559fa1b8f28238fd5d76d9f434ad86fd20d1559,eth,EDEN,0.06771,479079.36,1.0708202138037964e-11,4.473947669499078e+16,,,,0.0,False,True,0.0,True,0.6026,11818.156216002604,10,Liquidity pool info could not be retrieved.
0x15b543e986b8c34074dfc9901136d9355a537e7e,eth,Student Coin,8.883e-05,343.11,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,156.73039920640053,7,Liquidity pool info could not be retrieved.
0x1613957159e9b0ac6c80e824f7eea748a32a0ae2,bsc,pTokens CGG,0.00388,4304.97,4.34172e-13,9915356126143556.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,564.8057575301143,10,Liquidity pool info could not be retrieved.
0x1633b7157e7638c4d6593436111bf125ee74703f,bsc,Splintershards,0.008837,857256.15,4.3276443759497706e-12,1.9808839995358016e+17,0.0,0.0,0.0,0.0,False,True,0.0,False,6.6603,179564.27044406268,10,Liquidity pool info could not be retrieved.
0x1634e10c9155be623b5a52d6ca01c7a904d89b0a,eth,This Is Fine,1.159389645221927e-09,58945.44451912705,7.999788552031296e-14,7.368375318390097e+17,0.0,0.0,0.0,100.0,False,True,0.0558,True,0.0,11747340.124470731,2,Liquidity pool info could not be retrieved.
0x164f12c8d7d16b905cc4f11e819a9fc5b183ef71,eth,dMarketplace Token,1.483e-06,67229.74,0.0001364359956041479,492756619.70510155,0.0,0.0,0.0,100.0,False,False,8.0,False,8.0,11.832159566199232,2,Liquidity pool info could not be retrieved.
0x16939ef78684453bfdfb47825f8a5f714f12623a,bsc,Tezos Token,0.731,22568.46,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,58.27364491369215,10,Liquidity pool info could not be retrieved.
0x1776b223ff636d0d76adf2290821f176421dd889,eth,America,0.0002829,46019.52,49216.073384909934,0.9350506213709843,0.0,0.0,0.0,100.0,False,True,0.0,True,0.0,0.420074249268774,3,Liquidity pool info could not be retrieved.
0x17837004ea685690b32dbead02a274ec4333a26a,eth,Bear Inu,7.374e-11,211.95,0.0,0.0,,,,0.0,False,True,0.0,True,0.0,10.000480158365129,1,Liquidity pool info could not be retrieved.
0x1785113910847770290f5f840b4c74fc46451201,bsc,FABWELT,0.0003018,22325.99,6.49078057475175e-14,3.4396463942788416e+17,0.0,0.0,0.0,99.65,False,True,0.0,True,0.0,385598.5377599543,10,Liquidity pool info could not be retrieved.
0x1796ae0b0fa4862485106a0de9b654efe301d0b2,bsc,Polkamon,0.07604,1719.2,4.4512401292713036e-13,3862294439463197.5,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,7596.956648758924,3,Liquidity pool info could not be retrieved.
0x17b7163cf1dbd286e262ddc68b553d899b93f526,bsc,Qubit Token,0.0002532,65239.68,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,64496.186688281196,10,Liquidity pool info could not be retrieved.
0x181de8c57c4f25eba9fd27757bbd11cc66a55d31,bsc,BelugaToken,19.84,3651.59,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.002,True,0.0,310.2758494805864,9,Liquidity pool info could not be retrieved.
0x1861c9058577c3b48e73d91d6f25c18b17fbffe0,bsc,DSLA,0.0002207,1.25,1.2284743680592432e-12,1017522247513.2007,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,0.42351752156756456,3,Liquidity pool info could not be retrieved.
0x1894251aebcff227133575ed3069be9670e25db0,bsc,HALO COIN,0.015697297263490763,0.00011432747636625523,0.08736581816963405,0.0013086064866269667,0.0,0.0,0.0,0.0,False,False,6.1207,True,0.0,0.010918307694272045,4,Liquidity pool info could not be retrieved.
0x18c4af61dbe6fd55d6470943b4ab8530777d009c,bsc,AgaTech,,,,,,,,10.02,False,True,0.0,True,0.0045,2581.3568010053136,3,Liquidity pool info could not be retrieved.
0x190b589cf9fb8ddeabbfeae36a813ffb2a702454,bsc,bDollar,0.004443,19519.11,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0148,133409.587924083,10,Liquidity pool info could not be retrieved.
0x193397bb76868c6873e733ad60d5953843ebc84e,bsc,MEMETOON,1.658e-07,8.17,0.0,0.0,,,,0.0,False,True,0.0,True,0.0,7354.883821234173,1,Liquidity pool info could not be retrieved.
0x193f4a4a6ea24102f49b931deeeb931f6e32405d,bsc,TLOS,0.06606,163220.72,0.0,0.0,,,,0.0,False,True,0.0,True,0.0,11202.323591492845,1,Liquidity pool info could not be retrieved.
0x19a4866a85c652eb4a2ed44c42e4cb2863a62d51,bsc,Hodooi.com Token,2.498817780512101e-10,0.05040419129390265,2.498817780512101e-19,2.0171215239061152e+17,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,24975.19003008023,10,Liquidity pool info could not be retrieved.
0x19af07b52e5faa0c2b1e11721c52aa23172fe2f5,eth,MEMES ST,196.36559683921817,80066.59587565958,0.0,0.0,0.0,0.0,0.0,100.0,False,True,0.0,True,0.0,22.89978165834775,2,Liquidity pool info could not be retrieved.
0x19be6f3f83d079d640720bda3b638a00a3b7ee20,bsc,Kitnet Token,5.254132410446009e-10,0.04936285094697017,1.061950947007192e-19,4.64831742803991e+17,0.0,0.0,0.0,99.89,False,True,0.0,True,0.0,30350.84303294899,4,Liquidity pool info could not be retrieved.
0x19e6bfc1a6e4b042fb20531244d47e252445df01,bsc,Templar Token,2.93,731850.77,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0.0074,True,0.0,466108025.68479776,2,Liquidity pool info could not be retrieved.
0x19f78a898f3e3c2f40c6e0cd2ee5545f549d5e99,eth,Deputy Dawgs,6.285393082412262e-06,340583.7052588814,1.967328034795038e-12,1.731199369068943e+17,0.0,0.0,0.0,100.0,False,True,0.0,True,0.0,986354.3987837231,2,Liquidity pool info could not be retrieved.
0x1a11ea9d61588d756d9f1014c3cf0d226aedd279,eth,MILEI Token,0.01369,50283.17,134225.46274187104,0.3746172221935234,0.0,0.0,0.0,93.75,False,True,0.0,True,0.0,2066.966915281614,3,Liquidity pool info could not be retrieved.
0x1a57367c6194199e5d9aea1ce027431682dfb411,eth,MatrixETF DAO Finance,,,,,,,,0.0,False,True,0.0008,True,0.0,0.22698332206770572,8,Liquidity pool info could not be retrieved.
0x1a9b49e9f075c37fe5f86c916bac9deb33556d7e,bsc,ASPOToken,0.001001,31370.09,0.0,0.0,0.0,0.0,0.0,100.0,False,True,0.8355,True,0.0,400000.09599433234,4,Liquidity pool info could not be retrieved.
0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3,bsc,Dai Token,0.9993,1066626.81,4.097127153729062e-11,2.6033529592294776e+16,0.0,0.0,0.0,0.0,False,True,0.0,True,0.0,546099.0430392183,10,Liquidity pool info could not be retrieved.
